state,org_id,cat_id,records_breached,records_breached_detail,name,total_records,category,entity_type,location,dt,breach_source,breach_type,type,cat_name,company_name,source_type,region,breach_id
Louisiana,100052000,18,NA,"8,330 (No SSNs or financial information reported)","LSU Health Shreveport, Siemens Healthcare",,"Physician, Hospital",MED,Shreveport,5/17/2013,PHIPrivacy.net,DISC,Breaches,"Physician, Hospital","LSU Health Shreveport, Siemens Healthcare",Breaches,Southeast,1854
Louisiana,100065000,18,NA,"9,475 (No SSNs or financial information reported)","Ochsner Health System , H.E.L.P. Financial Corporation",,"Physician, Hospital",MED,New Orleans,12/10/2010,HHS via PHIPrivacy.net,PHYS,Breaches,"Physician, Hospital","Ochsner Health System , H.E.L.P. Financial Corporation",Breaches,Southeast,1855
Louisiana,100065200,18,NA,Unknown,Ochsner Medical Center,,"Physician, Hospital",MED,New Orleans,2/21/2012,PHIPrivacy.net,PORT,Breaches,"Physician, Hospital",Ochsner Medical Center,Breaches,Southeast,1856
Louisiana,100065300,18,NA,Unknown,Ochsner Medical Center,,"Physician, Hospital",MED,New Orleans,1/5/2012,PHIPrivacy.net,INSD,Breaches,"Physician, Hospital",Ochsner Medical Center,Breaches,Southeast,1857
Maine,100053000,15,NA,Unknown,Maine State Lottery Commission,,Employer,GOV,Hallowell,5/1/2007,Media,PHYS,Breaches,Employer,Maine State Lottery Commission,Breaches,Northeast,1877
Maine,100102300,18,4585,"4,585",University of Maine,"4,585","Physician, Hospital",EDU,Orono,6/29/2010,Dataloss DB,HACK,Breaches,"Physician, Hospital",University of Maine,Breaches,Northeast,1878
Maryland,100002700,48,NA,Unknown,Alliance Inc.,,Care Facility,MED,Baltimore,10/12/2010,PHIPrivacy.net,PORT,Breaches,Care Facility,Alliance Inc.,Breaches,Northeast,1891
Maryland,100007000,23,6000,6000,Baltimore County Department of Health,6000,Public Health,GOV,Baltimore,4/24/2007,Dataloss DB,PORT,Breaches,Public Health,Baltimore County Department of Health,Breaches,Northeast,1892
Maryland,100016200,17,NA,363 (No SSNs or financial information reported),Centers for Medicare & Medicaid Services (CMS),,Payer (Insurer),GOV,Baltimore,10/11/2012,PHIPrivacy.net,UNKN,Breaches,Payer (Insurer),Centers for Medicare & Medicaid Services (CMS),Breaches,Northeast,1893
Maryland,100017500,18,200,200,Chesapeake Wound Care Center,200,"Physician, Hospital",MED,Gambrills,1/12/2012,PHIPrivacy.net,INSD,Breaches,"Physician, Hospital",Chesapeake Wound Care Center,Breaches,Northeast,1894
Maryland,100033400,18,NA,Unknown,Good Samaritan Hospital,,"Physician, Hospital",MED,Baltimore,9/20/2011,PHIPrivacy.net,PHYS,Breaches,"Physician, Hospital",Good Samaritan Hospital,Breaches,Northeast,1895
Maryland,100038900,18,250,250,"Highlandtown Community Health Center, Johns Hopkins Hospital",250,"Physician, Hospital",MED,Baltimore,11/14/2012,PHIPrivacy.net,INSD,Breaches,"Physician, Hospital","Highlandtown Community Health Center, Johns Hopkins Hospital",Breaches,Northeast,1896
Maryland,100039500,47,NA,Unknown,HomeCall Inc.,,Home Health,MED,Rockville,10/12/2010,PHIPrivacy.net,PORT,Breaches,Home Health,HomeCall Inc.,Breaches,Northeast,1897
Maryland,100042600,15,NA,800 (No SSNs or financial information reported),"International Union of Operating Engineers Health and Welfare Fund, Zenith Administrators, Inc.",,Employer,NGO,Baltimore,1/14/2011,HHS via PHIPrivacy.net,PHYS,Breaches,Employer,"International Union of Operating Engineers Health and Welfare Fund, Zenith Administrators, Inc.",Breaches,Northeast,1898
Maryland,100044300,18,10200,10200,Johns Hopkins Hospital,10200,"Physician, Hospital",MED,Baltimore,5/12/2009,Media,INSD,Breaches,"Physician, Hospital",Johns Hopkins Hospital,Breaches,Northeast,1899
Maryland,100044400,18,190,190,Johns Hopkins Hospital,190,"Physician, Hospital",MED,Baltimore,1/10/2008,Dataloss DB,PHYS,Breaches,"Physician, Hospital",Johns Hopkins Hospital,Breaches,Northeast,1900
Maryland,100044500,18,5783,"5,783",Johns Hopkins Hospital,"5,783","Physician, Hospital",MED,Baltimore,9/1/2007,Dataloss DB,STAT,Breaches,"Physician, Hospital",Johns Hopkins Hospital,Breaches,Northeast,1901
Maryland,100044600,18,100,100,Johns Hopkins Medicine,100,"Physician, Hospital",MED,Baltimore,11/20/2009,Dataloss DB,INSD,Breaches,"Physician, Hospital",Johns Hopkins Medicine,Breaches,Northeast,1902
Maryland,100044700,15,692,692,Johns Hopkins University,692,Employer,MED,Baltimore,10/22/2010,PHIPrivacy.net,DISC,Breaches,Employer,Johns Hopkins University,Breaches,Northeast,1903
Maryland,100044800,18,135000,"52,000 past and present             employees            plus            83,000 patients",Johns Hopkins University and Johns Hopkins Hospital,135000,"Physician, Hospital",MED,Baltimore,2/7/2007,Dataloss DB,PORT,Breaches,"Physician, Hospital",Johns Hopkins University and Johns Hopkins Hospital,Breaches,Northeast,1904
Maryland,100049200,18,NA,"10,480 (No SSNs or financial information reported)",Lee Miller Rehab Associates,,"Physician, Hospital",MED,Baltimore,2/11/2013,HHS via PHIPrivacy.net,STAT,Breaches,"Physician, Hospital",Lee Miller Rehab Associates,Breaches,Northeast,1905
Maryland,100053400,47,NA,Unknown,ManorCare Health Services,,Home Health,MED,Wheaton,4/8/2010,Dataloss DB,INSD,Breaches,Home Health,ManorCare Health Services,Breaches,Northeast,1906
Maryland,100053900,50,226,226,Maryland Federal Court,226,Law & Justice,GOV,Baltimore,3/23/2009,Media,DISC,Breaches,Law & Justice,Maryland Federal Court,Breaches,Northeast,1907
Maryland,100055700,47,3,18 (Three Social Security Numbers reported),"MedStar Good Samaritan Nursing Center, Mid America Health, Inc. (MAH)",3,Home Health,MED,Baltimore,3/28/2013,PHIPrivacy.net,PHYS,Breaches,Home Health,"MedStar Good Samaritan Nursing Center, Mid America Health, Inc. (MAH)",Breaches,Northeast,1908
Maryland,100060600,18,4359,"4,359",National Institutes of Health,"4,359","Physician, Hospital",GOV,Bethesda,3/24/2008,Dataloss DB,PORT,Breaches,"Physician, Hospital",National Institutes of Health,Breaches,Northeast,1909
Maryland,100061200,17,NA,Unknown,NECA/IBEW Family Medical Care Plan,,Payer (Insurer),MED,Rockville,1/22/2013,California Attorney General,DISC,Breaches,Payer (Insurer),NECA/IBEW Family Medical Care Plan,Breaches,Northeast,1910
Maryland,100071300,18,17,17,Patuxent River Naval Air Station,17,"Physician, Hospital",BSF,Patuxent River,10/13/2010,PHIPrivacy.net,INSD,Breaches,"Physician, Hospital",Patuxent River Naval Air Station,Breaches,Northeast,1911
Maryland,100071600,18,100000,100000,Peninsula Orthopaedic Associates,100000,"Physician, Hospital",MED,Salisbury,4/11/2009,Dataloss DB,PORT,Breaches,"Physician, Hospital",Peninsula Orthopaedic Associates,Breaches,Northeast,1912
Maryland,100074700,18,1000,1000,Private Dental Practice,1000,"Physician, Hospital",MED,Germantown,1/6/2011,HHS via PHIPrivacy.net,HACK,Breaches,"Physician, Hospital",Private Dental Practice,Breaches,Northeast,1913
Maryland,100079500,48,NA,"3,230 (No SSNs or financial information reported)",Riderwood Village,,Care Facility,MED,Baltimore,2/11/2013,HHS via PHIPrivacy.net,PORT,Breaches,Care Facility,Riderwood Village,Breaches,Northeast,1914
Maryland,100086600,18,NA,"6,000 (No SSNs or financial information exposed)",Speare Memorial Hospital,,"Physician, Hospital",MED,Gambrills,5/3/2011,PHIPrivacy.net,PORT,Breaches,"Physician, Hospital",Speare Memorial Hospital,Breaches,Northeast,1915
Maryland,100087800,18,NA,"5,000 (No SSNs or financial information reported)",St. Joseph Medical Center,,"Physician, Hospital",MED,Twoson,11/5/2011,PHIPrivacy.net,PORT,Breaches,"Physician, Hospital",St. Joseph Medical Center,Breaches,Northeast,1916
Maryland,100087900,18,161,161,"St. Joseph Medical Center, Baxter, Baker, Sidle, Conn & Jones",161,"Physician, Hospital",BSO,Towson,10/11/2011,Databreaches.net,PORT,Breaches,"Physician, Hospital","St. Joseph Medical Center, Baxter, Baker, Sidle, Conn & Jones",Breaches,Northeast,1917
Maryland,100102400,18,NA,Unknown,University of Maryland Medical Center,,"Physician, Hospital",MED,Baltimore,7/15/2011,PHIPrivacy.net,INSD,Breaches,"Physician, Hospital",University of Maryland Medical Center,Breaches,Northeast,1918
Massachusetts,100008000,18,NA,Unknown,Baystate Medical Center,,"Physician, Hospital",MED,Springfield,2/3/2009,Dataloss DB,PORT,Breaches,"Physician, Hospital",Baystate Medical Center,Breaches,Northeast,2172
Massachusetts,100009400,18,NA,"2,012 (No SSNs or financial information reported)",Beth Israel Deaconess Medical Center,,"Physician, Hospital",MED,Boston,7/18/2011,PHIPrivacy.net,HACK,Breaches,"Physician, Hospital",Beth Israel Deaconess Medical Center,Breaches,Northeast,2173
Massachusetts,100009500,18,53,53,"Beth Israel Deaconess Medical Center, Affiliated Physicians Group (APG)",53,"Physician, Hospital",EDU,Foxborough,11/20/2007,Dataloss DB,PHYS,Breaches,"Physician, Hospital","Beth Israel Deaconess Medical Center, Affiliated Physicians Group (APG)",Breaches,Northeast,2174
Massachusetts,100010400,17,15000,15000,Blue Cross Blue Shield of Massachusetts (BCBS),15000,Payer (Insurer),MED,Boston,9/19/2012,Media,INSD,Breaches,Payer (Insurer),Blue Cross Blue Shield of Massachusetts (BCBS),Breaches,Northeast,2175
Massachusetts,100012000,18,615,615 (No SSNs or financial information reported),Brigham and Women's Hospital,615,"Physician, Hospital",MED,Boston,12/22/2012,HHS via PHIPrivacy.net,STAT,Breaches,"Physician, Hospital",Brigham and Womens Hospital,Breaches,Northeast,2176
Massachusetts,100016800,18,384,384,Central New England HealthAlliance,384,"Physician, Hospital",MED,Leominster,4/22/2008,Media,PORT,Breaches,"Physician, Hospital",Central New England HealthAlliance,Breaches,Northeast,2177
Massachusetts,100027800,52,NA,Unknown,Essex Youth Commision Summer Program,,Education,GOV,Essex,9/4/2010,PHIPrivacy.net,PHYS,Breaches,Education,Essex Youth Commision Summer Program,Breaches,Northeast,2178
Massachusetts,100028600,17,29800,29800,Fallon Community Health Plan,"29,800",Payer (Insurer),MED,Worcester,1/24/2008,Dataloss DB,PORT,Breaches,Payer (Insurer),Fallon Community Health Plan,Breaches,Northeast,2179
Massachusetts,100031800,17,NA,10 (No SSNs or financial information reported),"Fresenius Medical Care Holdings Inc., Fresenius Medical Care North America (FMCNA)",,Payer (Insurer),MED,Waltham,2/8/2007,Dataloss DB,PORT,Breaches,Payer (Insurer),"Fresenius Medical Care Holdings Inc., Fresenius Medical Care North America (FMCNA)",Breaches,Northeast,2180
Massachusetts,100036100,18,NA,Unknown,"Harvard University Health Services, Anna Jacques Hospital, Lowell General Hospital, Saints Medical Center",,"Physician, Hospital",MED,,11/4/2011,HHS via PHIPrivacy.net,PHYS,Breaches,"Physician, Hospital","Harvard University Health Services, Anna Jacques Hospital, Lowell General Hospital, Saints Medical Center",Breaches,Northeast,2181
Massachusetts,100036800,18,NA,Unknown,"Health and Sports Rehab, Inc.",,"Physician, Hospital",MED,Dorchester,9/29/2012,PHIPrivacy.net,INSD,Breaches,"Physician, Hospital","Health and Sports Rehab, Inc.",Breaches,Northeast,2182
Massachusetts,100039400,37,45600,"45,600","Holyoke Medical Center, Caritas Carney Hospital, Milton Hospital, Milford Hospital","45,600",Financial,MED,Georgetown,8/13/2010,PHIPrivacy.net,PHYS,Breaches,Financial,"Holyoke Medical Center, Caritas Carney Hospital, Milton Hospital, Milford Hospital",Breaches,Northeast,2183
Massachusetts,100042900,18,NA,"3,900 (No SSNs or financial information involved)",Israel Deaconess Medical Center,,"Physician, Hospital",MED,Boston,7/20/2012,PHIPrivacy.net,PORT,Breaches,"Physician, Hospital",Israel Deaconess Medical Center,Breaches,Northeast,2184
Massachusetts,100046800,18,NA,Unknown,Kindred Transitional Care and Rehabilitation-Highgate,,"Physician, Hospital",MED,Dedham,4/16/2012,PHIPrivacy.net,PHYS,Breaches,"Physician, Hospital",Kindred Transitional Care and Rehabilitation-Highgate,Breaches,Northeast,2185
Massachusetts,100048000,18,NA,Unknown,Lahey Clinic,,"Physician, Hospital",MED,Burlington,9/16/2012,PHIPrivacy.net,PORT,Breaches,"Physician, Hospital",Lahey Clinic,Breaches,Northeast,2186
Massachusetts,100048900,34,NA,Unknown,"Lawrence Melrose Medical Electronic Record, Inc.",,Health IT,MED,Melrose,3/16/2013,PHIPrivacy.net,INSD,Breaches,Health IT,"Lawrence Melrose Medical Electronic Record, Inc.",Breaches,Northeast,2187
Massachusetts,100054100,18,222,"14,475 (222 Social Security numbers)",Massachusetts eHealth Collaborative,222,"Physician, Hospital",BSO,Waltham,12/6/2011,PHIPrivacy.net,PORT,Breaches,"Physician, Hospital",Massachusetts eHealth Collaborative,Breaches,Northeast,2188
Massachusetts,100054200,46,3600,"3,600",Massachusetts Eye and Ear,"3,600",Dental and Vision,MED,Boston,5/19/2012,PHIPrivacy.net,INSD,Breaches,Dental and Vision,Massachusetts Eye and Ear,Breaches,Northeast,2189
Massachusetts,100054300,46,3600,3600,Massachusetts Eye and Ear Infirmary,3600,Dental and Vision,MED,Boston,10/29/2012,PHIPrivacy.net,INSD,Breaches,Dental and Vision,Massachusetts Eye and Ear Infirmary,Breaches,Northeast,2190
Massachusetts,100054400,46,3526,"3,526",Massachusetts Eye and Ear Infirmary,"3,526",Dental and Vision,MED,Boston,4/21/2010,Dataloss DB,PORT,Breaches,Dental and Vision,Massachusetts Eye and Ear Infirmary,Breaches,Northeast,2191
Massachusetts,100054500,18,NA,192 (No SSNs or financial information reported),Massachusetts General Hospital,,"Physician, Hospital",MED,Boston,3/24/2009,Dataloss DB,PHYS,Breaches,"Physician, Hospital",Massachusetts General Hospital,Breaches,Northeast,2192
Massachusetts,100062200,6,NA,Unknown,New York Life Insurance Company,,Life Insurance Company,BSF,Boston,9/27/2006,Dataloss DB,STAT,Breaches,Life Insurance Company,New York Life Insurance Company,Breaches,Northeast,2193
Massachusetts,100065800,18,NA,563 (No SSNs or financial information reported),Office of Dr. Edalji and Dr. Komer,,"Physician, Hospital",MED,Brookline,5/21/2011,HHS via PHIPrivacy.net,PORT,Breaches,"Physician, Hospital",Office of Dr. Edalji and Dr. Komer,Breaches,Northeast,2194
Massachusetts,100074100,17,150000,"150,000",Prescription Advantage,"150,000",Payer (Insurer),MED,Boston,11/30/2007,Dataloss DB,UNKN,Breaches,Payer (Insurer),Prescription Advantage,Breaches,Northeast,2195
Massachusetts,100085700,18,NA,"800,000 (unknown number of SSNs and financial information)","South Shore Hospital, Active Data Solutions",,"Physician, Hospital",MED,South Weymouth,7/20/2010,PHIPrivacy.net,PORT,Breaches,"Physician, Hospital","South Shore Hospital, Active Data Solutions",Breaches,Northeast,2196
Massachusetts,100086800,18,NA,Unknown,"Spectrum Health Systems, Inc.",,"Physician, Hospital",MED,Worcester,10/17/2011,PHIPrivacy.net,PORT,Breaches,"Physician, Hospital","Spectrum Health Systems, Inc.",Breaches,Northeast,2197
Massachusetts,100087200,18,6831,6831,St. Elizabeth's Medical Center,6831,"Physician, Hospital",MED,Boston,2/9/2012,PHIPrivacy.net,PHYS,Breaches,"Physician, Hospital",St. Elizabeths Medical Center,Breaches,Northeast,2198
Massachusetts,100094200,18,NA,638 (No SSNs or financial information reported),"The Brigham, Women's/Faulkner Hospital",,"Physician, Hospital",MED,Boston,8/5/2011,PHIPrivacy.net,PORT,Breaches,"Physician, Hospital","The Brigham, Womens/Faulkner Hospital",Breaches,Northeast,2199
Massachusetts,100102500,18,1700,"1,700",University of Massachusetts - Amherst,"1,700","Physician, Hospital",EDU,Amherst,6/5/2013,Media,HACK,Breaches,"Physician, Hospital",University of Massachusetts - Amherst,Breaches,Northeast,2200
Massachusetts,100102600,18,NA,Unknown,"University of Massachusetts Amherst, University Health Services",,"Physician, Hospital",EDU,Amherst,3/10/2011,PHIPrivacy.net,HACK,Breaches,"Physician, Hospital","University of Massachusetts Amherst, University Health Services",Breaches,Northeast,2201
Massachusetts,100102700,18,NA,Unknown,"University of Massachusetts, Amherst",,"Physician, Hospital",MED,Amherst,4/22/2008,Dataloss DB,HACK,Breaches,"Physician, Hospital","University of Massachusetts, Amherst",Breaches,Northeast,2202
Massachusetts,100109800,3,11440,"11,440",Walsh Pharmacy,"11,440",Pharmacy,MED,Fall River,8/12/2010,PHIPrivacy.net,PORT,Breaches,Pharmacy,Walsh Pharmacy,Breaches,Northeast,2203
Massachusetts,100110400,23,480,480,Wellesley Health Department,480,Public Health,GOV,Wellesley,2/29/2008,Dataloss DB,PHYS,Breaches,Public Health,Wellesley Health Department,Breaches,Northeast,2204
Massachusetts,100111000,29,1300,1300,Wentworth Institute of Technology,1300,Researcher,EDU,Boston,1/24/2011,PHIPrivacy.net,DISC,Breaches,Researcher,Wentworth Institute of Technology,Breaches,Northeast,2205
Michigan,100008600,6,28473,"28,473",Beaumont Hospital,"28,473",Life Insurance Company,MED,Troy,8/22/2006,Dataloss DB,PORT,Breaches,Life Insurance Company,Beaumont Hospital,Breaches,Midwest,2273
Michigan,100010500,17,2979,2979,"Blue Cross Blue Shield of Michigan (BCBSM), Tstream Software",2979,Payer (Insurer),MED,Harper Woods,1/14/2011,PHIPrivacy.net,DISC,Breaches,Payer (Insurer),"Blue Cross Blue Shield of Michigan (BCBSM), Tstream Software",Breaches,Midwest,2274
Michigan,100025000,23,5000,"5,000",Detroit's Health Department,"5,000",Public Health,GOV,Detroit,12/15/2009,Dataloss DB,PORT,Breaches,Public Health,Detroits Health Department,Breaches,Midwest,2275
Michigan,100029800,47,NA,Unknown,"First Choice Home Health Care Services Inc., Reliance Home Care, LLC",,Home Health,MED,Detroit,2/26/2013,PHIPrivacy.net,INSD,Breaches,Home Health,"First Choice Home Health Care Services Inc., Reliance Home Care, LLC",Breaches,Midwest,2276
Michigan,100033800,18,NA,Unknown,Greater Detroit Hospital,,"Physician, Hospital",MED,Detroit,8/15/2007,Media,PHYS,Breaches,"Physician, Hospital",Greater Detroit Hospital,Breaches,Midwest,2277
Michigan,100038000,18,NA,"2,777 (No SSNs or financial information reported)",Henry Ford Health Center,,"Physician, Hospital",MED,Detroit,2/24/2011,PHIPrivacy.net,PORT,Breaches,"Physician, Hospital",Henry Ford Health Center,Breaches,Midwest,2278
Michigan,100038100,18,NA,520 (No SSNs or financial information reported),Henry Ford Health System,,"Physician, Hospital",MED,Troy,10/28/2011,PHIPrivacy.net,STAT,Breaches,"Physician, Hospital",Henry Ford Health System,Breaches,Midwest,2279
Michigan,100038200,18,NA,"3,700 (No SSNs or financial information reported)",Henry Ford Health System,,"Physician, Hospital",MED,Detroit,11/15/2010,PHIPrivacy.net,PORT,Breaches,"Physician, Hospital",Henry Ford Health System,Breaches,Midwest,2280
Michigan,100040900,18,NA,"1,938 (No SSNs or financial information reported)",Hurley Medical Center,,"Physician, Hospital",MED,Flint,7/7/2011,PHIPrivacy.net,PORT,Breaches,"Physician, Hospital",Hurley Medical Center,Breaches,Midwest,2281
Michigan,100043300,6,NA,Unknown,Jackson National Life Insurance Company,,Life Insurance Company,BSF,Lansing,6/15/2011,Databreaches.net,DISC,Breaches,Life Insurance Company,Jackson National Life Insurance Company,Breaches,Midwest,2282
Michigan,100043400,6,NA,Unknown,"Jackson National Life Insurance Company, INVEST Financial Corporation",,Life Insurance Company,BSF,Lansing,12/20/2007,Dataloss DB,HACK,Breaches,Life Insurance Company,"Jackson National Life Insurance Company, INVEST Financial Corporation",Breaches,Midwest,2283
Michigan,100048200,18,NA,656 (No SSNs or financial information reported),Lake Woods Nursing and Rehabilitation Center,,"Physician, Hospital",MED,Muskegon,2/15/2011,HHS via PHIPrivacy.net,STAT,Breaches,"Physician, Hospital",Lake Woods Nursing and Rehabilitation Center,Breaches,Midwest,2284
Michigan,100057600,45,4000,4000,Michigan Department of Community Health,4000,Mental & Addiction,GOV,Detroit,9/16/2006,Dataloss DB,PORT,Breaches,Mental & Addiction,Michigan Department of Community Health,Breaches,Midwest,2285
Michigan,100062900,18,NA,Unknown,Newland Medical Associates,,"Physician, Hospital",MED,Southfield,12/21/2010,PHIPrivacy.net,INSD,Breaches,"Physician, Hospital",Newland Medical Associates,Breaches,Midwest,2286
Michigan,100069000,18,3997,"3,997 (No SSNs or financial information reported)","Omnicell, University of Michigan Health System","3,997","Physician, Hospital",MED,Ann Arbor,12/22/2012,PHIPrivacy.net,PORT,Breaches,"Physician, Hospital","Omnicell, University of Michigan Health System",Breaches,Midwest,2287
Michigan,100103200,18,8585,"8,585",University of Michigan School of Nursing,"8,585","Physician, Hospital",MED,Ann Arbor,9/19/2007,Dataloss DB,PORT,Breaches,"Physician, Hospital",University of Michigan School of Nursing,Breaches,Midwest,2288
Michigan,100112700,18,NA,unknown,Womancare Inc.,,"Physician, Hospital",MED,Lathrup Village,2/4/2009,Dataloss DB,PHYS,Breaches,"Physician, Hospital",Womancare Inc.,Breaches,Midwest,2289
Minnesota,100002900,18,17000,"Individuals in 17,000 households",Allina Hospitals and Clinics,17000,"Physician, Hospital",MED,Minneapolis-St.Paul,10/19/2006,Dataloss DB,PORT,Breaches,"Physician, Hospital",Allina Hospitals and Clinics,Breaches,Midwest,2341
Minnesota,100025500,14,68857,"68,857","DJO, Empi Recovery Services","68,857",Medical Devices,MED,St. Paul,12/12/2008,PHIPrivacy.net,PORT,Breaches,Medical Devices,"DJO, Empi Recovery Services",Breaches,Midwest,2342
Minnesota,100028400,18,14000,"23,500 (14,000 SSNs or financial records reported)","Fairview and North Memorial Hospitals, Accretive",14000,"Physician, Hospital",MED,Minneapolis,9/28/2011,Databreaches.net,PORT,Breaches,"Physician, Hospital","Fairview and North Memorial Hospitals, Accretive",Breaches,Midwest,2343
Minnesota,100028500,18,NA,"1,200 (No SSNs or financial information reported)",Fairview Health Services,,"Physician, Hospital",MED,Minneapolis,4/14/2011,PHIPrivacy.net,PHYS,Breaches,"Physician, Hospital",Fairview Health Services,Breaches,Midwest,2344
Minnesota,100042200,17,142,142,Ingenix,142,Payer (Insurer),BSO,Eden Prairie,1/19/2011,Databreaches.net,DISC,Breaches,Payer (Insurer),Ingenix,Breaches,Midwest,2345
Minnesota,100042300,18,NA,"2,600 (No SSNs or financial information reported)",InStep Foot Clinic,,"Physician, Hospital",MED,Edina,12/9/2011,HHS via PHIPrivacy.net,PORT,Breaches,"Physician, Hospital",InStep Foot Clinic,Breaches,Midwest,2346
Minnesota,100053200,18,NA,"3,159 (No SSNs or financial information reported)",Mankato Clinic,,"Physician, Hospital",MED,Mankato,12/23/2010,PHIPrivacy.net,PORT,Breaches,"Physician, Hospital",Mankato Clinic,Breaches,Midwest,2347
Minnesota,100055500,17,NA,Unknown,Medica Health Plans,,Payer (Insurer),MED,Minnetonka,6/29/2005,Dataloss DB,INSD,Breaches,Payer (Insurer),Medica Health Plans,Breaches,Midwest,2348
Minnesota,100055800,40,268000,"268,000",Memorial Blood Centers,"268,000",Blood & Tissue,MED,Duluth,12/5/2007,Dataloss DB,PORT,Breaches,Blood & Tissue,Memorial Blood Centers,Breaches,Midwest,2349
Minnesota,100058400,48,336,336,Minneapolis Veterans Home,336,Care Facility,GOV,Minneapolis,7/19/2008,Dataloss DB,STAT,Breaches,Care Facility,Minneapolis Veterans Home,Breaches,Midwest,2350
Minnesota,100058500,19,42,42,Minnesota Board of Psychology,42,Accreditation,NGO,Minneapolis,6/22/2012,Databreaches.net,INSD,Breaches,Accreditation,Minnesota Board of Psychology,Breaches,Midwest,2351
Minnesota,100058600,53,50400,"50,400",Minnesota Department of Revenue,"50,400",Copy & Transport,GOV,St. Paul,6/29/2006,Dataloss DB,PORT,Breaches,Copy&Transport,Minnesota Department of Revenue,Breaches,Midwest,2352
Minnesota,100063500,18,349,349,North Country Health Services,349,"Physician, Hospital",MED,Bemidji,4/30/2010,PHIPrivacy.net,HACK,Breaches,"Physician, Hospital",North Country Health Services,Breaches,Midwest,2353
Minnesota,100077200,18,12,12,Providence Hospital,12,"Physician, Hospital",MED,Southfield,4/6/2010,Dataloss DB,PORT,Breaches,"Physician, Hospital",Providence Hospital,Breaches,Midwest,2354
Minnesota,100079300,15,25330,"25,330","Reznick Group, AssureCare Risk Management Inc, Colonial Healthcare Inc, Gypsum Management and Supply","25,330",Employer,BSF,Plymouth,8/12/2011,PHIPrivacy.net,HACK,Breaches,Employer,"Reznick Group, AssureCare Risk Management Inc, Colonial Healthcare Inc, Gypsum Management and Supply",Breaches,Midwest,2355
Minnesota,100082000,15,NA,Unknown,Sawicki and Phelps,,Employer,BSO,Minneapolis,11/18/2011,PHIPrivacy.net,PHYS,Breaches,Employer,Sawicki and Phelps,Breaches,Midwest,2356
Minnesota,100098100,17,NA,"1,097 (no SSNs or financial information reported)","United Healthcare (UnitedHealthcare), Deere and Company",,Payer (Insurer),MED,Minneapolis,7/16/2010,PHIPrivacy.net,DISC,Breaches,Payer (Insurer),"United Healthcare (UnitedHealthcare), Deere and Company",Breaches,Midwest,2357
Minnesota,100098300,17,7602,7602,"United Healthcare Inc., Futurity First Insurance Group",7602,Payer (Insurer),MED,Minnetonka,10/12/2011,PHIPrivacy.net,PORT,Breaches,Payer (Insurer),"United Healthcare Inc., Futurity First Insurance Group",Breaches,Midwest,2358
Minnesota,100098400,17,NA,735 (No SSNs or financial information reported),United HealthGroup,,Payer (Insurer),MED,Minneapolis,8/6/2010,HHS via PHIPrivacy.net,PHYS,Breaches,Payer (Insurer),United HealthGroup,Breaches,Midwest,2359
Minnesota,100098500,17,NA,"16,291 (No SSNs or financial information reported)",United HealthGroup,,Payer (Insurer),MED,Minneapolis,8/6/2010,HHS via PHIPrivacy.net,PHYS,Breaches,Payer (Insurer),United HealthGroup,Breaches,Midwest,2360
Minnesota,100098700,17,NA,"1,270 (No SSNs or financial information reported)",UnitedHealth Group,,Payer (Insurer),MED,Minneapolis,10/11/2010,HHS via PHIPrivacy.net,PHYS,Breaches,Payer (Insurer),UnitedHealth Group,Breaches,Midwest,2361
Minnesota,100098800,17,19100,"19,100",UnitedHealthcare (United Health Group Plan),"19,100",Payer (Insurer),MED,Minneapolis,5/18/2012,PHIPrivacy.net,INSD,Breaches,Payer (Insurer),UnitedHealthcare (United Health Group Plan),Breaches,Midwest,2362
Minnesota,100103300,18,3100,"3,100",University of Minnesota Reproductive Medicine Center,"3,100","Physician, Hospital",MED,Minneapolis,1/31/2008,Dataloss DB,PORT,Breaches,"Physician, Hospital",University of Minnesota Reproductive Medicine Center,Breaches,Midwest,2363
Minnesota,100108500,18,NA,Unknown,Virtual Radiological Professionals (vRad),,"Physician, Hospital",MED,Eden Prairie,11/22/2011,PHIPrivacy.net,PORT,Breaches,"Physician, Hospital",Virtual Radiological Professionals (vRad),Breaches,Midwest,2364
Minnesota,100113000,18,NA,Unknown,Woodwinds Hospital,,"Physician, Hospital",MED,Woodbury,1/7/2013,PHIPrivacy.net,INSD,Breaches,"Physician, Hospital",Woodwinds Hospital,Breaches,Midwest,2365
Mississippi,100089400,18,NA,"1,104 (No SSNs or financial information reported)",Sta-Home Health & Hospice,,"Physician, Hospital",MED,Jackson,11/24/2010,HHS via PHIPrivacy.net,STAT,Breaches,"Physician, Hospital",Sta-Home Health & Hospice,Breaches,Southeast,2417
Mississippi,100103400,18,NA,Unknown,University of Mississippi Medical Center (UMMC),,"Physician, Hospital",EDU,Jackson,3/22/2013,Media,PORT,Breaches,"Physician, Hospital",University of Mississippi Medical Center (UMMC),Breaches,Southeast,2418
Mississippi,100103500,29,NA,1475 (No SSNs or financial information reported),University of Mississippi Medical Center and Mississippi State Department of Health,,Researcher,MED,Jackson,12/20/2011,PHIPrivacy.net,PORT,Breaches,Researcher,University of Mississippi Medical Center and Mississippi State Department of Health,Breaches,Southeast,2419
